datetime,rain_sfc,snow_sfc,wspd_10,wdir_10,t_10,rh_10,p_10
2019-05-16 00:00:00,039
2019-05-16 01:00:00,0.0,0.0,3.7,260,0.5,65,866
2019-05-16 02:00:00,0.0,0.0,3.7,268,1.6,57,866
2019-05-16 03:00:00,0.0,0.0,4.0,277,2.7,49,866
2019-05-16 04:00:00,0.0,0.0,4.3,285,3.9,41,866
2019-05-16 05:00:00,0.0,0.0,4.8,288,4.8,37,865
2019-05-16 06:00:00,0.0,0.0,5.2,290,5.8,33,865
2019-05-16 07:00:00,0.0,0.0,5.6,292,6.8,29,864
2019-05-16 08:00:00,0.0,0.0,6.1,295,7.0,29,864
2019-05-16 09:00:00,0.0,0.0,6.4,297,7.2,28,863
2019-05-16 10:00:00,0.0,0.0,6.7,300,7.4,28,863
2019-05-16 11:00:00,0.0,0.0,6.4,302,6.9,29,863
2019-05-16 12:00:00,0.0,0.0,6.2,304,6.3,30,863
2019-05-16 13:00:00,0.0,0.0,5.9,306,5.7,32,864
2019-05-16 14:00:00,0.0,0.0,4.8,299,4.5,36,864
2019-05-16 15:00:00,0.0,0.0,3.6,290,3.2,41,865
2019-05-16 16:00:00,0.0,0.0,2.6,281,2.1,45,865
2019-05-16 17:00:00,0.0,0.0,2.7,277,1.4,52,865
2019-05-16 18:00:00,0.0,0.0,3.0,275,1.0,56,865
2019-05-16 19:00:00,0.0,0.0,3.5,275,0.7,61,865
2019-05-16 20:00:00,0.0,0.0,3.7,270,0.4,60,865
2019-05-16 21:00:00,0.0,0.0,3.5,266,0.0,60,865
2019-05-16 22:00:00,0.0,0.0,3.6,265,-0.3,59,865
2019-05-16 23:00:00,0.0,0.0,4.4,266,-0.4,61,866
2019-05-17 00:00:00,0.0,0.0,5.1,268,-0.6,63,867
2019-05-17 01:00:00,0.0,0.0,6.0,273,-0.5,63,868
2019-05-17 02:00:00,0.0,0.0,6.1,282,0.5,61,869
2019-05-17 03:00:00,0.0,0.0,6.7,294,1.3,60,869
2019-05-17 04:00:00,0.0,0.0,7.3,300,2.1,59,869
2019-05-17 05:00:00,0.0,0.0,7.6,300,2.8,54,869
2019-05-17 06:00:00,0.0,0.0,7.7,301,3.5,49,869
2019-05-17 07:00:00,0.0,0.0,7.6,301,4.2,44,869
2019-05-17 08:00:00,0.0,0.0,7.7,303,5.0,37,868
2019-05-17 09:00:00,0.0,0.0,7.9,304,5.7,31,868
2019-05-17 10:00:00,0.0,0.0,7.9,307,6.5,25,867
2019-05-17 11:00:00,0.0,0.0,7.3,307,6.1,25,867
2019-05-17 12:00:00,0.0,0.0,6.7,307,5.7,25,868
2019-05-17 13:00:00,0.0,0.0,5.9,306,5.3,25,868
2019-05-17 14:00:00,0.0,0.0,4.5,287,3.8,30,869
2019-05-17 15:00:00,0.0,0.0,2.8,267,2.0,36,870
2019-05-17 16:00:00,0.0,0.0,1.6,243,0.4,42,871
2019-05-17 17:00:00,0.0,0.0,1.6,228,-0.1,42,871
2019-05-17 18:00:00,0.0,0.0,1.6,219,-0.6,43,871
2019-05-17 19:00:00,0.0,0.0,1.5,207,-1.2,43,871
2019-05-17 20:00:00,0.0,0.0,1.7,187,-1.1,42,871
2019-05-17 21:00:00,0.0,0.0,2.0,179,-1.1,41,870
2019-05-17 22:00:00,0.0,0.0,2.2,171,-1.1,40,869
2019-05-17 23:00:00,0.0,0.0,2.9,158,-0.4,42,870
2019-05-18 00:00:00,0.0,0.0,3.7,144,0.5,44,870
2019-05-18 01:00:00,0.0,0.0,4.4,129,1.5,45,871
2019-05-18 02:00:00,0.0,0.0,5.1,124,3.0,42,871
2019-05-18 03:00:00,0.0,0.0,5.8,120,4.5,38,871
2019-05-18 04:00:00,0.0,0.0,6.6,115,5.9,34,871
2019-05-18 05:00:00,0.0,0.0,7.2,116,7.1,31,870
2019-05-18 06:00:00,0.0,0.0,7.6,117,8.3,29,869
2019-05-18 07:00:00,0.0,0.0,8.1,117,9.5,27,868
2019-05-18 08:00:00,0.0,0.0,8.2,118,10.0,27,868
2019-05-18 09:00:00,0.0,0.0,8.3,118,10.6,26,867
2019-05-18 10:00:00,0.0,0.0,8.5,120,11.0,26,866
2019-05-18 11:00:00,0.0,0.0,8.6,120,10.7,25,866
2019-05-18 12:00:00,0.0,0.0,8.5,121,10.3,24,866
2019-05-18 13:00:00,0.0,0.0,8.3,122,9.7,24,866
2019-05-18 14:00:00,0.0,0.0,7.9,120,8.8,25,866
2019-05-18 15:00:00,0.0,0.0,7.7,118,7.8,25,866
2019-05-18 16:00:00,0.0,0.0,7.6,116,7.0,26,866
