datetime,rain_sfc,snow_sfc,wspd_10,wdir_10,t_10,rh_10,p_10
2019-05-16 00:00:00,1624
2019-05-16 01:00:00,0.0,0.0,4.0,333,15.0,31,867
2019-05-16 02:00:00,0.0,0.0,4.1,330,17.4,27,867
2019-05-16 03:00:00,0.0,0.0,4.5,333,19.4,23,867
2019-05-16 04:00:00,0.0,0.0,5.1,334,21.3,21,867
2019-05-16 05:00:00,0.0,0.0,5.5,325,22.4,19,867
2019-05-16 06:00:00,0.0,0.0,5.2,316,23.5,18,866
2019-05-16 07:00:00,0.0,0.0,4.7,309,24.5,17,865
2019-05-16 08:00:00,0.0,0.0,4.6,301,24.9,16,865
2019-05-16 09:00:00,0.0,0.0,4.7,293,25.3,16,864
2019-05-16 10:00:00,0.0,0.0,4.4,286,25.7,15,863
2019-05-16 11:00:00,0.0,0.0,4.5,295,25.1,16,863
2019-05-16 12:00:00,0.0,0.0,4.9,306,24.4,18,863
2019-05-16 13:00:00,0.0,0.0,5.1,316,23.7,19,863
2019-05-16 14:00:00,0.0,0.0,4.7,322,21.7,23,864
2019-05-16 15:00:00,0.0,0.0,4.5,334,19.6,26,865
2019-05-16 16:00:00,0.0,0.0,4.4,335,17.8,29,866
2019-05-16 17:00:00,0.0,0.0,4.1,324,16.9,30,866
2019-05-16 18:00:00,0.0,0.0,4.1,322,16.2,30,866
2019-05-16 19:00:00,0.0,0.0,3.9,319,15.6,30,866
2019-05-16 20:00:00,0.0,0.0,3.4,337,14.9,31,866
2019-05-16 21:00:00,0.0,0.0,3.0,52,14.5,32,866
2019-05-16 22:00:00,0.0,0.0,4.0,64,14.5,32,867
2019-05-16 23:00:00,0.0,0.0,3.4,21,13.9,37,867
2019-05-17 00:00:00,0.0,0.0,3.5,338,13.3,41,868
2019-05-17 01:00:00,0.0,0.0,2.3,229,12.7,45,869
2019-05-17 02:00:00,0.0,0.0,2.0,251,14.6,37,869
2019-05-17 03:00:00,0.0,0.0,2.4,350,16.6,30,869
2019-05-17 04:00:00,0.0,0.0,3.4,323,18.6,24,869
2019-05-17 05:00:00,0.0,0.0,4.4,332,20.0,21,869
2019-05-17 06:00:00,0.0,0.0,4.9,327,20.8,20,869
2019-05-17 07:00:00,0.0,0.0,4.8,324,21.5,19,868
2019-05-17 08:00:00,0.0,0.0,4.5,317,22.1,18,868
2019-05-17 09:00:00,0.0,0.0,4.3,310,22.6,16,867
2019-05-17 10:00:00,0.0,0.0,4.0,303,23.2,15,867
2019-05-17 11:00:00,0.0,0.0,5.2,315,22.4,15,867
2019-05-17 12:00:00,0.0,0.0,6.2,327,21.5,14,868
2019-05-17 13:00:00,0.0,0.0,6.9,339,20.6,14,869
2019-05-17 14:00:00,0.0,0.0,5.2,334,18.6,16,870
2019-05-17 15:00:00,0.0,0.0,4.5,330,16.8,17,871
2019-05-17 16:00:00,0.0,0.0,3.6,326,15.1,17,872
2019-05-17 17:00:00,0.0,0.0,3.3,342,14.3,18,872
2019-05-17 18:00:00,0.0,0.0,4.5,24,13.8,21,873
2019-05-17 19:00:00,0.0,0.0,4.4,32,12.9,26,873
2019-05-17 20:00:00,0.0,0.0,3.2,76,11.4,32,875
2019-05-17 21:00:00,0.0,0.0,2.7,107,10.1,38,876
2019-05-17 22:00:00,0.0,0.0,1.9,129,8.7,44,877
2019-05-17 23:00:00,0.0,0.0,1.6,38,8.6,45,878
2019-05-18 00:00:00,0.0,0.0,1.5,0,8.4,47,879
2019-05-18 01:00:00,0.0,0.0,1.1,327,8.8,48,880
2019-05-18 02:00:00,0.0,0.0,1.2,64,10.6,42,881
2019-05-18 03:00:00,0.0,0.0,1.6,101,12.1,38,881
2019-05-18 04:00:00,0.0,0.0,1.9,141,13.7,33,882
2019-05-18 05:00:00,0.0,0.0,2.2,134,15.4,30,882
2019-05-18 06:00:00,0.0,0.0,2.7,128,17.0,26,881
2019-05-18 07:00:00,0.0,0.0,3.2,123,18.5,23,881
2019-05-18 08:00:00,0.0,0.0,3.3,120,19.1,22,880
2019-05-18 09:00:00,0.0,0.0,3.6,117,19.8,21,880
2019-05-18 10:00:00,0.0,0.0,3.7,114,20.4,20,880
2019-05-18 11:00:00,0.0,0.0,3.7,113,20.3,20,880
2019-05-18 12:00:00,0.0,0.0,3.7,113,20.2,20,880
2019-05-18 13:00:00,0.0,0.0,3.6,112,20.0,20,880
2019-05-18 14:00:00,0.0,0.0,3.1,106,18.4,22,880
2019-05-18 15:00:00,0.0,0.0,3.0,100,16.7,26,881
2019-05-18 16:00:00,0.0,0.0,2.4,99,15.1,30,882
2019-05-18 17:00:00,0.0,0.0,2.1,89,13.7,32,882
2019-05-18 18:00:00,0.0,0.0,2.4,50,12.4,35,883
2019-05-18 19:00:00,0.0,0.0,2.7,52,11.0,37,883
2019-05-18 20:00:00,0.0,0.0,2.3,72,10.6,38,884
2019-05-18 21:00:00,0.0,0.0,2.1,91,10.2,38,884
2019-05-18 22:00:00,0.0,0.0,1.7,99,9.9,38,884
2019-05-18 23:00:00,0.0,0.0,1.5,103,9.5,39,884
2019-05-19 00:00:00,0.0,0.0,1.3,185,9.2,40,884
2019-05-19 01:00:00,0.0,0.0,0.8,197,9.4,40,884
2019-05-19 02:00:00,0.0,0.0,0.7,176,11.1,35,884
2019-05-19 03:00:00,0.0,0.0,1.4,156,12.6,29,884
2019-05-19 04:00:00,0.0,0.0,1.4,152,13.9,26,883
2019-05-19 05:00:00,0.0,0.0,1.4,149,15.3,23,883
2019-05-19 06:00:00,0.0,0.0,1.8,143,16.7,19,883
2019-05-19 07:00:00,0.0,0.0,2.1,139,18.1,16,883
2019-05-19 08:00:00,0.0,0.0,2.1,137,18.6,16,882
2019-05-19 09:00:00,0.0,0.0,2.1,135,19.1,16,881
2019-05-19 10:00:00,0.0,0.0,2.2,132,19.5,17,880
2019-05-19 11:00:00,0.0,0.0,2.2,126,20.0,17,880
2019-05-19 12:00:00,0.0,0.0,2.2,123,20.3,17,879
2019-05-19 13:00:00,0.0,0.0,2.2,115,20.6,17,878
2019-05-19 14:00:00,0.0,0.0,2.0,134,19.2,21,878
2019-05-19 15:00:00,0.0,0.0,2.1,158,17.8,24,879
2019-05-19 16:00:00,0.0,0.0,2.3,183,16.5,26,879
2019-05-19 17:00:00,0.0,0.0,1.9,204,14.9,30,879
