datetime,rain_sfc,snow_sfc,wspd_10,wdir_10,t_10,rh_10,p_10
2019-05-16 00:00:00,1872
2019-05-16 01:00:00,0.0,0.0,4.4,268,4.0,49,736
2019-05-16 02:00:00,0.0,0.0,4.0,254,6.0,44,736
2019-05-16 03:00:00,0.0,0.0,3.0,238,7.8,40,736
2019-05-16 04:00:00,0.0,0.0,3.5,223,9.6,35,735
2019-05-16 05:00:00,0.0,0.0,4.0,201,10.4,35,735
2019-05-16 06:00:00,0.0,0.0,4.1,180,11.1,34,735
2019-05-16 07:00:00,0.0,0.0,4.1,159,11.9,33,735
2019-05-16 08:00:00,0.0,0.0,4.2,151,12.0,32,735
2019-05-16 09:00:00,0.0,0.0,4.5,142,12.0,32,735
2019-05-16 10:00:00,0.0,0.0,4.2,136,12.1,31,735
2019-05-16 11:00:00,0.0,0.0,3.5,133,11.4,34,735
2019-05-16 12:00:00,0.0,0.0,2.5,128,10.6,38,736
2019-05-16 13:00:00,0.0,0.0,1.7,122,9.7,43,736
2019-05-16 14:00:00,0.0,0.0,1.0,148,8.4,47,736
2019-05-16 15:00:00,0.0,0.0,1.1,193,7.2,52,736
2019-05-16 16:00:00,0.0,0.0,2.0,247,6.3,54,736
2019-05-16 17:00:00,0.0,0.0,3.3,259,5.7,52,736
2019-05-16 18:00:00,0.0,0.0,3.5,268,5.2,50,736
2019-05-16 19:00:00,0.0,0.0,3.7,279,4.5,49,737
2019-05-16 20:00:00,0.0,0.0,1.1,280,3.7,52,737
2019-05-16 21:00:00,0.0,0.0,0.8,247,3.0,54,737
2019-05-16 22:00:00,0.0,0.0,1.2,249,2.5,55,737
2019-05-16 23:00:00,0.0,0.0,1.4,253,2.3,58,737
2019-05-17 00:00:00,0.0,0.0,0.9,259,2.3,60,738
2019-05-17 01:00:00,0.0,0.0,1.4,273,2.6,60,738
2019-05-17 02:00:00,0.0,0.0,2.8,310,4.1,50,738
2019-05-17 03:00:00,0.0,0.0,3.9,344,5.5,42,738
2019-05-17 04:00:00,0.0,0.0,4.2,17,6.7,35,738
2019-05-17 05:00:00,0.0,0.0,4.1,35,7.4,33,738
2019-05-17 06:00:00,0.0,0.0,4.0,54,8.1,31,738
2019-05-17 07:00:00,0.0,0.0,4.2,145,8.7,30,738
2019-05-17 08:00:00,0.0,0.0,4.4,143,8.9,29,738
2019-05-17 09:00:00,0.0,0.0,4.4,142,9.0,28,738
2019-05-17 10:00:00,0.0,0.0,4.3,141,9.1,27,738
2019-05-17 11:00:00,0.0,0.0,4.2,131,8.4,26,739
2019-05-17 12:00:00,0.0,0.0,3.6,51,7.6,25,739
2019-05-17 13:00:00,0.0,0.0,2.8,43,6.6,25,740
2019-05-17 14:00:00,0.0,0.0,2.5,9,5.1,32,741
2019-05-17 15:00:00,0.0,0.0,3.6,336,3.8,37,742
2019-05-17 16:00:00,0.0,0.0,4.1,300,2.7,42,743
2019-05-17 17:00:00,0.0,0.0,3.7,292,2.0,45,744
2019-05-17 18:00:00,0.0,0.0,2.8,285,1.2,47,744
2019-05-17 19:00:00,0.0,0.0,1.8,278,0.2,51,745
2019-05-17 20:00:00,0.0,0.0,2.2,270,0.0,49,745
2019-05-17 21:00:00,0.0,0.0,1.1,258,-0.5,50,745
2019-05-17 22:00:00,0.0,0.0,1.0,236,-1.0,50,745
2019-05-17 23:00:00,0.0,0.0,1.0,227,-0.7,49,746
2019-05-18 00:00:00,0.0,0.0,1.1,221,-0.4,48,746
2019-05-18 01:00:00,0.0,0.0,0.7,231,0.5,44,747
2019-05-18 02:00:00,0.0,0.0,1.2,154,2.0,39,747
2019-05-18 03:00:00,0.0,0.0,1.7,133,3.2,36,748
2019-05-18 04:00:00,0.0,0.0,2.3,102,4.6,31,748
2019-05-18 05:00:00,0.0,0.0,2.4,104,5.3,30,748
2019-05-18 06:00:00,0.0,0.0,2.4,106,5.9,29,749
2019-05-18 07:00:00,0.0,0.0,2.1,97,6.8,27,749
2019-05-18 08:00:00,0.0,0.0,2.3,100,7.5,28,749
2019-05-18 09:00:00,0.0,0.0,2.4,105,8.0,28,748
2019-05-18 10:00:00,0.0,0.0,2.5,107,8.6,28,748
2019-05-18 11:00:00,0.0,0.0,2.8,108,7.8,28,749
2019-05-18 12:00:00,0.0,0.0,2.3,109,7.0,27,749
2019-05-18 13:00:00,0.0,0.0,2.1,109,6.2,27,750
2019-05-18 14:00:00,0.0,0.0,1.8,100,5.3,30,750
2019-05-18 15:00:00,0.0,0.0,1.5,90,4.4,32,751
2019-05-18 16:00:00,0.0,0.0,1.4,79,3.6,34,751
2019-05-18 17:00:00,0.0,0.0,0.9,65,2.7,36,751
2019-05-18 18:00:00,0.0,0.0,1.0,59,1.7,39,752
2019-05-18 19:00:00,0.0,0.0,0.8,50,0.7,42,752
2019-05-18 20:00:00,0.0,0.0,0.5,40,0.7,41,752
2019-05-18 21:00:00,0.0,0.0,0.5,30,0.7,40,752
2019-05-18 22:00:00,0.0,0.0,0.6,19,0.4,40,752
2019-05-18 23:00:00,0.0,0.0,0.6,6,0.4,39,752
2019-05-19 00:00:00,0.0,0.0,0.6,359,0.4,38,752
2019-05-19 01:00:00,0.0,0.0,0.4,352,0.7,37,752
2019-05-19 02:00:00,0.0,0.0,1.1,9,1.5,35,751
2019-05-19 03:00:00,0.0,0.0,0.7,32,3.2,33,750
2019-05-19 04:00:00,0.0,0.0,1.2,56,4.3,31,750
2019-05-19 05:00:00,0.0,0.0,1.6,69,5.5,29,749
2019-05-19 06:00:00,0.0,0.0,1.6,89,6.8,28,748
2019-05-19 07:00:00,0.0,0.0,1.8,104,8.1,26,748
2019-05-19 08:00:00,0.0,0.0,1.8,101,8.4,26,747
2019-05-19 09:00:00,0.0,0.0,1.7,100,8.9,25,747
2019-05-19 10:00:00,0.0,0.0,1.4,99,9.2,25,747
2019-05-19 11:00:00,0.0,0.0,1.5,99,9.5,25,746
2019-05-19 12:00:00,0.0,0.0,1.2,98,9.6,24,746
2019-05-19 13:00:00,0.0,0.0,1.1,95,9.9,24,746
2019-05-19 14:00:00,0.0,0.0,0.9,113,9.4,26,746
2019-05-19 15:00:00,0.0,0.0,0.6,122,8.9,28,745
2019-05-19 16:00:00,0.0,0.0,0.7,198,8.2,30,745
2019-05-19 17:00:00,0.0,0.0,0.8,216,7.7,32,745
