datetime,rain_sfc,snow_sfc,wspd_10,wdir_10,t_10,rh_10,p_10
2019-05-16 00:00:00,2165
2019-05-16 01:00:00,0.0,0.0,6.9,321,16.6,23,820
2019-05-16 02:00:00,0.0,0.0,7.5,325,18.2,21,820
2019-05-16 03:00:00,0.0,0.0,7.9,329,19.7,18,820
2019-05-16 04:00:00,0.0,0.0,8.0,333,21.2,16,820
2019-05-16 05:00:00,0.0,0.0,7.3,339,22.3,15,820
2019-05-16 06:00:00,0.0,0.0,6.1,343,23.3,14,820
2019-05-16 07:00:00,0.0,0.0,4.7,338,24.4,13,819
2019-05-16 08:00:00,0.0,0.0,4.2,299,25.2,12,818
2019-05-16 09:00:00,0.0,0.0,3.7,294,25.8,11,818
2019-05-16 10:00:00,0.0,0.0,3.1,323,26.5,10,817
2019-05-16 11:00:00,0.0,0.0,4.6,334,26.2,10,817
2019-05-16 12:00:00,0.0,0.0,5.5,352,25.7,11,817
2019-05-16 13:00:00,0.1,0.0,7.7,6,25.0,12,817
2019-05-16 14:00:00,0.0,0.0,8.2,357,23.4,14,818
2019-05-16 15:00:00,0.0,0.0,8.5,350,21.9,16,819
2019-05-16 16:00:00,0.0,0.0,8.8,342,20.4,17,820
2019-05-16 17:00:00,0.0,0.0,9.2,343,19.6,18,820
2019-05-16 18:00:00,0.0,0.0,8.9,342,18.8,19,820
2019-05-16 19:00:00,0.0,0.0,9.1,340,18.1,20,820
2019-05-16 20:00:00,0.0,0.0,8.5,337,17.5,21,820
2019-05-16 21:00:00,0.0,0.0,8.0,335,16.8,22,820
2019-05-16 22:00:00,0.0,0.0,7.9,332,16.4,22,819
2019-05-16 23:00:00,0.0,0.0,7.9,333,15.9,22,820
2019-05-17 00:00:00,0.0,0.0,7.8,335,15.5,22,820
2019-05-17 01:00:00,0.0,0.0,7.6,335,15.1,22,821
2019-05-17 02:00:00,0.0,0.0,9.2,337,16.6,20,821
2019-05-17 03:00:00,0.0,0.0,10.1,335,18.2,18,821
2019-05-17 04:00:00,0.0,0.0,10.9,333,19.7,15,821
2019-05-17 05:00:00,0.0,0.0,10.4,338,21.0,14,821
2019-05-17 06:00:00,0.0,0.0,9.6,343,22.2,12,821
2019-05-17 07:00:00,0.0,0.0,9.1,349,23.3,11,821
2019-05-17 08:00:00,0.0,0.0,8.4,353,23.8,10,820
2019-05-17 09:00:00,0.0,0.0,7.2,356,24.3,10,820
