datetime,rain_sfc,snow_sfc,wspd_10,wdir_10,t_10,rh_10,p_10
2019-05-16 00:00:00,1348
2019-05-16 01:00:00,0.0,0.0,1.9,328,12.1,40,852
2019-05-16 02:00:00,0.0,0.0,1.5,292,14.7,34,852
2019-05-16 03:00:00,0.0,0.0,2.0,259,17.0,29,852
2019-05-16 04:00:00,0.0,0.0,3.2,216,19.1,23,852
2019-05-16 05:00:00,0.0,0.0,2.7,224,20.9,20,851
2019-05-16 06:00:00,0.0,0.0,2.5,236,22.8,17,850
2019-05-16 07:00:00,0.0,0.0,2.2,252,24.6,14,849
2019-05-16 08:00:00,0.0,0.0,2.2,247,25.1,14,849
2019-05-16 09:00:00,0.0,0.0,2.4,242,25.5,13,848
2019-05-16 10:00:00,0.0,0.0,2.7,237,26.0,12,848
2019-05-16 11:00:00,0.0,0.0,2.8,273,25.8,13,848
2019-05-16 12:00:00,0.0,0.0,2.8,310,25.6,13,848
2019-05-16 13:00:00,0.0,0.0,3.7,358,25.1,14,848
2019-05-16 14:00:00,0.0,0.0,4.4,26,22.9,17,848
2019-05-16 15:00:00,0.0,0.0,4.7,52,21.1,20,849
2019-05-16 16:00:00,0.0,0.0,4.7,78,19.5,22,850
2019-05-16 17:00:00,0.0,0.0,4.3,89,18.4,24,850
2019-05-16 18:00:00,0.0,0.0,4.3,99,17.2,25,850
2019-05-16 19:00:00,0.0,0.0,3.3,110,16.0,27,850
2019-05-16 20:00:00,0.0,0.0,3.5,128,15.4,28,849
2019-05-16 21:00:00,0.0,0.0,3.3,217,14.5,29,849
2019-05-16 22:00:00,0.0,0.0,3.1,232,13.8,30,849
2019-05-16 23:00:00,0.0,0.0,3.1,124,13.8,29,849
2019-05-17 00:00:00,0.0,0.0,3.0,90,13.9,29,850
2019-05-17 01:00:00,0.0,0.0,2.9,56,14.0,29,850
2019-05-17 02:00:00,0.0,0.0,4.1,35,16.3,25,851
2019-05-17 03:00:00,0.0,0.0,5.4,16,18.4,21,851
2019-05-17 04:00:00,0.0,0.0,6.3,356,20.5,17,851
2019-05-17 05:00:00,0.0,0.0,6.2,354,21.6,15,851
2019-05-17 06:00:00,0.0,0.0,6.2,351,22.6,13,851
2019-05-17 07:00:00,0.0,0.0,5.9,350,23.5,11,851
2019-05-17 08:00:00,0.0,0.0,5.7,354,24.1,10,850
2019-05-17 09:00:00,0.0,0.0,5.5,358,24.6,10,850
2019-05-17 10:00:00,0.0,0.0,5.4,2,25.1,9,849
2019-05-17 11:00:00,0.0,0.0,6.2,354,24.3,9,850
2019-05-17 12:00:00,0.0,0.0,6.7,344,23.4,8,850
2019-05-17 13:00:00,0.0,0.0,7.2,334,22.5,8,851
2019-05-17 14:00:00,0.0,0.0,5.8,338,21.0,9,851
2019-05-17 15:00:00,0.0,0.0,4.5,343,19.2,10,852
2019-05-17 16:00:00,0.0,0.0,4.0,349,17.8,10,853
2019-05-17 17:00:00,0.0,0.0,3.5,27,16.5,14,854
2019-05-17 18:00:00,0.0,0.0,3.2,61,15.1,17,855
2019-05-17 19:00:00,0.0,0.0,2.8,86,13.8,21,855
2019-05-17 20:00:00,0.0,0.0,2.8,68,12.8,22,856
2019-05-17 21:00:00,0.0,0.0,2.4,50,11.7,23,856
2019-05-17 22:00:00,0.0,0.0,2.1,39,10.6,24,857
2019-05-17 23:00:00,0.0,0.0,2.1,48,10.6,22,858
