datetime,rain_sfc,snow_sfc,wspd_10,wdir_10,t_10,rh_10,p_10
2019-05-16 00:00:00,0.0,0.0,4.970,299.831,2.840,28.563,928.806
2019-05-16 01:00:00,0.0,0.0,5.011,294.036,4.172,31.751,928.850
2019-05-16 02:00:00,0.0,0.0,4.927,287.141,5.403,35.056,928.895
2019-05-16 03:00:00,0.0,0.0,4.606,278.910,6.636,38.026,928.939
2019-05-16 04:00:00,0.0,0.0,3.794,271.366,7.479,34.940,928.327
2019-05-16 05:00:00,0.0,0.0,2.830,260.857,8.275,32.022,927.715
2019-05-16 06:00:00,0.0,0.0,2.294,243.914,9.108,29.277,927.103
2019-05-16 07:00:00,0.0,0.0,2.036,224.885,9.451,28.577,926.729
2019-05-16 08:00:00,0.0,0.0,2.005,142.883,9.721,27.938,926.356
2019-05-16 09:00:00,0.0,0.0,2.790,125.373,9.842,28.245,925.982
2019-05-16 10:00:00,0.0,0.0,2.794,86.420,9.686,27.943,926.093
2019-05-16 11:00:00,0.0,0.0,3.026,50.804,9.536,27.345,926.204
2019-05-16 12:00:00,0.0,0.0,3.097,14.572,9.334,27.017,926.315
2019-05-16 13:00:00,0.0,0.0,2.661,359.893,8.505,30.573,926.936
2019-05-16 14:00:00,0.00318538956344,0.0,2.323,345.134,7.660,34.015,927.556
2019-05-16 15:00:00,0.00318538956344,0.0,2.087,329.431,6.794,37.436,928.177
2019-05-16 16:00:00,0.0466521084309,0.0,2.408,326.127,5.736,46.091,928.420
2019-05-16 17:00:00,0.0466875769198,0.0,2.663,324.906,4.735,54.646,928.662
2019-05-16 18:00:00,0.046764858067,0.0,2.843,325.285,3.733,63.878,928.905
2019-05-16 19:00:00,0.0242747142911,0.0,2.682,298.875,3.783,66.555,928.744
2019-05-16 20:00:00,0.0257063228637,0.0,2.613,273.230,3.859,68.562,928.584
2019-05-16 21:00:00,0.0259450301528,0.0,2.557,249.050,3.941,70.483,928.423
2019-05-16 22:00:00,0.00744434958324,0.0,2.007,267.501,3.869,67.953,928.732
2019-05-16 23:00:00,0.00697907200083,0.0,1.631,289.201,3.754,66.324,929.040
2019-05-17 00:00:00,0.00577670847997,0.0,2.297,302.166,3.801,62.705,929.349
2019-05-17 01:00:00,0.0134154455736,0.0,3.217,281.841,4.675,56.911,929.715
2019-05-17 02:00:00,0.0135495020077,0.0,3.247,264.999,5.352,51.398,930.081
2019-05-17 03:00:00,0.0148379290476,0.0,2.760,243.823,6.172,45.756,930.448
2019-05-17 04:00:00,0.0269045680761,0.0,2.243,230.152,6.404,46.438,930.528
2019-05-17 05:00:00,0.0270626321435,0.0,2.216,229.370,6.566,48.364,930.608
2019-05-17 06:00:00,0.0698532164097,0.0,2.400,229.315,6.557,51.284,930.689
