stn_id,lat,lon
120,45.54861219,85.03261543
121,41.25556926,80.17256683
122,41.17456845,80.25356764
123,41.25556926,80.25356764
124,41.82257493,85.92362434
125,41.66057331,86.00462515
126,41.74157412,86.00462515
127,41.82257493,86.00462515
128,41.66057331,86.08562596
129,41.66057331,86.16662677
130,43.1995887,88.51565026
131,43.52359194,87.78664297
132,43.44259113,87.86764378
133,43.52359194,87.86764378
134,43.44259113,87.94864459
135,43.36159032,88.0296454
136,43.44259113,88.0296454
137,43.28058951,88.11064621
138,43.36159032,88.11064621
139,43.11858789,88.19164702
140,43.1995887,88.19164702
141,43.28058951,88.19164702
142,43.03758708,88.27264783
143,43.11858789,88.27264783
144,43.03758708,88.35364864
145,42.95658627,88.43464945
146,43.03758708,88.43464945
147,42.87558546,88.51565026
148,42.95658627,88.51565026
149,42.79458465,88.59665107
150,42.87558546,88.59665107
151,39.23054901,76.77053281
152,46.84462515,89.56866079
153,46.92562596,89.56866079
154,47.00662677,89.56866079
155,39.79755468,78.63355144
156,39.87855549,78.63355144
157,39.9595563,78.63355144
158,39.9595563,78.71455225
159,40.04055711,78.71455225
160,40.12155792,78.71455225
161,40.12155792,78.79555306
162,40.20255873,78.79555306
163,40.20255873,78.87655387
164,40.20255873,78.95755468
165,40.28355954,78.95755468
166,40.28355954,79.03855549
167,40.36456035,79.03855549
168,40.36456035,79.1195563
169,40.36456035,79.20055711
170,40.44556116,79.20055711
171,40.44556116,79.28155792
172,40.52656197,79.28155792
173,40.52656197,79.36255873
174,40.60756278,79.36255873
175,40.60756278,79.44355954
176,40.60756278,79.52456035
177,40.60756278,79.60556116
178,44.09059761,87.62464135
179,44.17159842,87.62464135
180,44.09059761,87.70564216
181,44.17159842,87.70564216
182,44.09059761,87.78664297
183,44.17159842,87.78664297
184,41.82257493,86.32862839
185,43.92859599,82.76459275
186,44.25259923,82.76459275
187,44.33360004,82.76459275
188,44.41460085,82.76459275
189,43.84759518,82.84559356
190,43.92859599,82.84559356
191,44.0095968,82.84559356
192,44.09059761,82.84559356
193,44.17159842,82.84559356
194,44.25259923,82.84559356
195,44.41460085,82.84559356
196,44.49560166,82.84559356
197,44.57660247,82.84559356
198,44.09059761,82.92659437
199,43.60459275,87.70564216
200,43.68559356,87.70564216
201,43.68559356,87.78664297
202,42.30857979,87.13863649
203,42.22757898,87.2196373
204,42.30857979,87.2196373
205,42.22757898,87.30063811
206,44.09059761,87.2196373
207,44.09059761,87.30063811
208,46.76362434,83.25059761
209,46.76362434,83.33159842
210,46.68262353,83.41259923
211,46.76362434,83.41259923
212,46.60162272,83.49360004
213,46.68262353,83.49360004
214,44.0095968,89.16365674
215,44.0095968,89.24465755
216,44.0095968,89.32565836
217,43.92859599,89.40665917
218,44.0095968,89.40665917
219,43.92859599,89.48765998
220,44.0095968,89.48765998
221,44.0095968,89.56866079
222,38.01553686,90.29766808
223,38.09653767,90.29766808
224,38.17753848,90.29766808
225,37.20552876,79.9295644
226,44.33360004,89.97366484
227,44.41460085,89.97366484
228,44.49560166,89.97366484
229,44.57660247,89.97366484
230,44.65760328,89.97366484
231,44.65760328,90.05466565
232,41.49857169,86.00462515
233,41.5795725,86.00462515
234,41.49857169,86.08562596
235,41.49857169,86.16662677
236,41.41757088,86.24762758
237,41.49857169,86.24762758
238,40.93156602,78.47154982
239,40.93156602,78.55255063
240,41.01256683,78.55255063
241,41.01256683,78.63355144
242,41.01256683,78.71455225
243,41.09356764,78.71455225
244,41.09356764,78.79555306
245,43.92859599,87.54364054
246,43.84759518,87.62464135
247,44.98160652,82.52159032
248,45.06260733,82.52159032
249,45.14360814,82.52159032
250,45.22460895,82.52159032
251,44.90060571,82.60259113
252,44.98160652,82.60259113
253,45.22460895,82.60259113
254,44.73860409,82.68359194
255,44.8196049,82.68359194
256,44.90060571,82.68359194
257,44.57660247,82.76459275
258,44.65760328,82.76459275
259,44.73860409,82.76459275
260,42.30857979,86.73363244
261,42.30857979,86.81463325
262,42.30857979,86.89563406
263,42.30857979,86.97663487
264,42.30857979,87.05763568
265,42.30857979,87.30063811
266,42.22757898,87.38163892
267,42.30857979,87.38163892
268,42.22757898,87.46263973
269,42.22757898,87.54364054
270,42.22757898,87.62464135
271,42.22757898,87.70564216
272,42.22757898,87.78664297
273,42.22757898,87.86764378
274,42.22757898,87.94864459
275,42.30857979,87.94864459
276,42.30857979,88.0296454
277,42.30857979,88.11064621
278,42.30857979,88.19164702
279,38.90654577,76.12252633
280,38.98754658,76.12252633
281,39.06854739,76.12252633
282,38.90654577,76.20352714
283,39.06854739,76.20352714
284,45.46761138,84.95161462
285,45.30560976,85.03261543
286,45.38661057,85.03261543
287,45.46761138,85.03261543
288,45.14360814,85.11361624
289,45.22460895,85.11361624
290,45.30560976,85.11361624
291,45.06260733,85.19461705
292,45.14360814,85.19461705
293,44.98160652,85.27561786
294,45.06260733,85.27561786
295,44.8196049,85.35661867
296,44.90060571,85.35661867
297,44.98160652,85.35661867
298,44.73860409,85.43761948
299,44.8196049,85.43761948
300,44.09059761,88.35364864
301,44.17159842,88.35364864
302,43.44259113,88.11064621
303,43.44259113,88.19164702
304,41.09356764,80.09156602
305,41.17456845,80.09156602
306,41.09356764,80.17256683
307,37.529532,78.22854739
308,37.44853119,78.3095482
309,37.529532,78.3095482
310,37.44853119,78.39054901
311,37.44853119,78.47154982
312,37.36753038,78.55255063
313,37.44853119,78.55255063
314,37.36753038,78.63355144
315,37.36753038,78.71455225
316,37.28652957,78.79555306
317,37.36753038,78.79555306
318,37.20552876,78.87655387
319,37.28652957,78.87655387
320,37.20552876,78.95755468
321,37.20552876,79.03855549
322,37.20552876,79.1195563
323,37.20552876,79.20055711
324,37.20552876,79.28155792
325,37.12452795,79.36255873
326,37.20552876,79.36255873
327,37.12452795,79.44355954
328,37.12452795,79.52456035
329,46.19661867,83.00759518
330,46.27761948,83.00759518
331,46.27761948,83.08859599
332,46.27761948,83.1695968
333,46.19661867,83.25059761
334,46.27761948,83.25059761
335,46.19661867,83.33159842
336,46.19661867,83.41259923
337,46.19661867,83.49360004
338,44.17159842,86.81463325
339,44.09059761,86.89563406
340,44.17159842,86.89563406
341,44.09059761,86.97663487
342,41.74157412,86.16662677
343,41.74157412,86.24762758
344,41.74157412,86.32862839
345,44.25259923,85.35661867
346,44.33360004,85.35661867
347,44.25259923,85.43761948
348,44.25259923,85.51862029
349,44.25259923,85.5996211
350,42.87558546,93.45669967
351,42.95658627,93.45669967
352,42.87558546,93.53770048
353,42.95658627,93.53770048
354,44.09059761,89.73066241
355,44.09059761,89.81166322
356,44.09059761,89.89266403
357,44.17159842,89.89266403
358,44.17159842,89.97366484
359,44.17159842,90.05466565
360,44.33360004,90.13566646
361,42.3895806,86.24762758
362,42.55158222,86.24762758
363,42.63258303,86.24762758
364,42.3895806,86.32862839
365,42.47058141,86.32862839
366,42.55158222,86.32862839
367,41.17456845,82.68359194
368,41.17456845,82.76459275
369,41.25556926,82.76459275
370,41.17456845,82.84559356
371,41.25556926,82.84559356
372,46.68262353,82.92659437
373,46.76362434,82.92659437
374,46.68262353,83.00759518
375,43.03758708,89.40665917
376,43.03758708,89.48765998
377,43.11858789,89.48765998
378,42.71358384,93.37569886
379,42.79458465,93.37569886
380,42.87558546,93.37569886
381,44.57660247,82.60259113
382,44.65760328,82.60259113
383,44.57660247,82.68359194
384,43.92859599,81.30657817
385,47.73563406,86.73363244
386,47.65463325,86.81463325
387,47.73563406,86.81463325
388,47.65463325,86.89563406
389,47.57363244,86.97663487
390,47.65463325,86.97663487
391,47.57363244,87.05763568
392,47.57363244,87.13863649
393,47.49263163,87.2196373
394,47.57363244,87.2196373
395,47.49263163,87.30063811
396,47.41163082,87.38163892
397,47.49263163,87.38163892
398,47.41163082,87.46263973
399,47.41163082,87.54364054
400,47.33063001,87.62464135
401,47.41163082,87.62464135
402,47.2496292,87.70564216
403,47.33063001,87.70564216
404,47.2496292,87.78664297
405,47.33063001,87.78664297
406,38.98754658,77.4995401
407,38.98754658,77.58054091
408,39.06854739,77.58054091
409,39.1495482,77.58054091
410,39.1495482,77.66154172
411,39.23054901,77.66154172
412,39.23054901,77.74254253
413,39.31154982,77.74254253
414,39.31154982,77.82354334
415,44.33360004,86.16662677
416,44.33360004,86.24762758
417,44.41460085,86.24762758
418,43.1995887,88.8396535
419,43.11858789,88.92065431
420,43.1995887,88.92065431
421,44.73860409,82.03558546
422,44.8196049,82.03558546
423,44.73860409,82.11658627
424,44.09059761,88.19164702
425,44.17159842,88.19164702
426,45.06260733,82.60259113
427,45.14360814,82.60259113
428,44.8196049,82.76459275
429,44.73860409,82.84559356
430,44.8196049,82.84559356
431,44.09059761,88.27264783
432,43.76659437,94.91471425
433,43.76659437,94.99571506
434,42.87558546,93.61870129
435,42.79458465,93.78070291
436,42.71358384,93.94270453
437,42.79458465,93.94270453
438,42.63258303,94.02370534
439,42.71358384,94.02370534
440,42.55158222,94.10470615
441,42.63258303,94.10470615
442,42.55158222,94.18570696
443,42.3895806,87.78664297
444,42.47058141,87.78664297
445,42.3895806,87.86764378
446,42.3895806,87.94864459
447,42.22757898,88.11064621
448,42.22757898,88.19164702
449,42.22757898,88.27264783
450,38.74454415,75.31251823
451,38.82554496,75.31251823
452,38.82554496,75.39351904
453,38.82554496,75.47451985
454,38.90654577,75.47451985
455,38.98754658,75.47451985
456,38.98754658,75.55552066
457,39.06854739,75.55552066
458,43.68559356,87.54364054
459,43.68559356,87.62464135
460,41.17456845,80.33456845
461,41.17456845,80.41556926
462,41.25556926,80.41556926
463,41.25556926,80.49657007
464,41.25556926,80.57757088
465,41.25556926,80.65857169
466,41.33657007,80.65857169
467,41.33657007,80.7395725
468,41.33657007,80.82057331
469,41.33657007,80.90157412
470,41.33657007,80.98257493
471,41.33657007,81.06357574
472,41.33657007,81.14457655
473,41.41757088,81.14457655
474,41.41757088,81.22557736
475,41.41757088,81.30657817
476,41.41757088,81.38757898
477,41.41757088,81.46857979
478,41.41757088,81.5495806
479,41.41757088,81.63058141
480,41.41757088,81.71158222
481,41.41757088,81.79258303
482,41.41757088,81.87358384
483,41.49857169,81.87358384
484,41.49857169,81.95458465
485,41.49857169,82.03558546
486,41.49857169,82.11658627
487,41.49857169,82.19758708
488,41.5795725,82.19758708
489,41.5795725,82.27858789
490,41.5795725,82.3595887
491,41.5795725,82.44058951
492,41.66057331,82.44058951
493,41.66057331,82.52159032
494,41.66057331,82.60259113
495,41.66057331,82.68359194
496,41.66057331,82.76459275
497,41.66057331,82.84559356
498,41.74157412,82.84559356
499,44.33360004,84.95161462
500,44.33360004,85.03261543
501,44.33360004,85.11361624
502,44.25259923,85.19461705
503,44.33360004,85.19461705
504,44.25259923,85.27561786
505,44.25259923,85.68062191
506,44.25259923,85.76162272
507,44.25259923,85.84262353
508,44.17159842,85.92362434
509,44.25259923,85.92362434
510,44.17159842,86.00462515
511,44.25259923,86.00462515
512,47.41163082,87.78664297
513,47.41163082,87.86764378
514,47.41163082,87.94864459
515,47.49263163,87.94864459
516,47.57363244,87.94864459
517,47.57363244,88.0296454
518,47.65463325,88.0296454
519,47.65463325,88.11064621
520,47.73563406,88.11064621
521,47.73563406,88.19164702
522,44.17159842,87.86764378
523,44.17159842,87.94864459
524,44.17159842,88.0296454
525,41.49857169,86.32862839
526,41.41757088,86.4096292
527,41.49857169,86.4096292
528,41.41757088,86.49063001
529,41.41757088,86.57163082
530,41.33657007,86.65263163
531,41.41757088,86.65263163
532,41.33657007,86.73363244
533,41.33657007,86.81463325
534,41.33657007,86.89563406
535,41.25556926,86.97663487
536,41.33657007,86.97663487
537,40.85056521,87.05763568
538,40.93156602,87.05763568
539,41.01256683,87.05763568
540,41.25556926,87.05763568
541,40.85056521,87.13863649
542,41.01256683,87.13863649
543,41.09356764,87.13863649
544,41.17456845,87.13863649
545,41.25556926,87.13863649
546,40.85056521,87.2196373
547,43.84759518,82.44058951
548,43.84759518,82.52159032
549,43.84759518,82.60259113
550,43.84759518,82.68359194
551,43.84759518,82.76459275
552,44.57660247,82.92659437
553,44.57660247,83.00759518
554,44.65760328,83.00759518
555,44.57660247,83.08859599
556,44.65760328,83.08859599
557,44.57660247,83.1695968
558,44.57660247,83.25059761
559,44.57660247,83.33159842
560,44.49560166,83.41259923
561,44.57660247,83.41259923
562,44.49560166,83.49360004
563,44.49560166,83.57460085
564,44.41460085,83.65560166
565,44.49560166,83.65560166
566,44.41460085,83.73660247
567,44.41460085,83.81760328
568,44.41460085,83.89860409
569,44.33360004,83.9796049
570,44.41460085,83.9796049
571,44.33360004,84.06060571
572,44.33360004,84.14160652
573,44.33360004,84.22260733
574,44.33360004,84.30360814
575,44.33360004,84.38460895
576,44.33360004,84.46560976
577,44.33360004,84.54661057
578,47.33063001,89.08265593
579,47.33063001,89.16365674
580,43.52359194,88.0296454
581,43.52359194,88.11064621
582,43.11858789,89.00165512
583,43.11858789,89.08265593
584,43.11858789,89.16365674
585,43.03758708,89.24465755
586,43.11858789,89.24465755
587,43.03758708,89.32565836
588,47.81663487,86.73363244
589,47.89763568,86.73363244
590,47.81663487,86.81463325
591,47.89763568,86.81463325
592,47.97863649,86.81463325
593,48.0596373,86.81463325
594,48.0596373,86.89563406
595,48.0596373,86.97663487
596,48.0596373,87.05763568
597,48.14063811,87.05763568
598,48.14063811,87.13863649
599,43.76659437,87.30063811
600,43.84759518,87.30063811
601,43.76659437,87.38163892
602,39.31154982,76.04152552
603,40.68856359,80.33456845
604,37.12452795,79.84856359
605,37.12452795,79.9295644
606,41.66057331,86.24762758
607,41.98457655,84.62761138
608,41.98457655,84.70861219
609,41.98457655,84.789613
610,41.98457655,84.87061381
611,41.98457655,84.95161462
612,42.06557736,84.95161462
613,42.06557736,85.03261543
614,42.06557736,85.11361624
615,41.98457655,85.19461705
616,42.06557736,85.19461705
617,41.98457655,85.27561786
618,41.98457655,85.35661867
619,41.98457655,85.43761948
620,41.98457655,85.51862029
621,41.90357574,85.5996211
622,41.98457655,85.5996211
623,41.90357574,85.68062191
624,41.33657007,84.06060571
625,41.25556926,84.14160652
626,41.33657007,84.14160652
627,41.25556926,84.22260733
628,39.31154982,77.90454415
629,39.39255063,77.90454415
630,39.39255063,77.98554496
631,39.47355144,77.98554496
632,39.47355144,78.06654577
633,39.55455225,78.06654577
634,39.55455225,78.14754658
635,39.55455225,78.22854739
636,39.63555306,78.22854739
637,39.63555306,78.3095482
638,39.63555306,78.39054901
639,39.63555306,78.47154982
640,39.71655387,78.47154982
641,39.71655387,78.55255063
642,39.71655387,78.63355144
643,43.92859599,81.46857979
644,43.92859599,87.70564216
645,44.0095968,87.70564216
646,42.14657817,92.56569076
647,42.14657817,92.64669157
648,42.14657817,92.72769238
649,42.22757898,92.72769238
650,42.22757898,92.80869319
651,42.30857979,92.80869319
652,42.30857979,92.889694
653,42.3895806,92.889694
654,42.3895806,92.97069481
655,42.3895806,93.05169562
656,44.17159842,86.57163082
657,44.17159842,86.65263163
658,44.17159842,86.73363244
659,44.09059761,87.86764378
660,44.25259923,87.86764378
661,44.25259923,87.94864459
662,44.25259923,88.0296454
663,44.33360004,88.0296454
664,44.33360004,88.11064621
665,44.33360004,88.19164702
666,44.41460085,88.19164702
667,44.41460085,88.27264783
668,44.41460085,88.35364864
669,44.41460085,88.43464945
670,44.41460085,88.51565026
671,44.41460085,88.59665107
672,44.41460085,88.67765188
673,44.41460085,88.75865269
674,44.41460085,88.8396535
675,44.41460085,88.92065431
676,44.49560166,88.92065431
677,44.49560166,89.00165512
678,44.57660247,89.00165512
679,44.57660247,89.08265593
680,44.65760328,89.08265593
681,44.65760328,89.16365674
682,43.76659437,87.54364054
683,43.84759518,87.54364054
684,44.17159842,88.11064621
685,44.17159842,88.27264783
686,43.92859599,81.38757898
687,43.92859599,81.5495806
688,43.92859599,81.63058141
689,43.84759518,81.71158222
690,43.92859599,81.71158222
691,38.74454415,76.28452795
692,38.66354334,76.36552876
693,38.74454415,76.36552876
694,38.66354334,76.44652957
695,38.58254253,76.52753038
696,38.66354334,76.52753038
697,38.58254253,76.60853119
698,38.50154172,76.689532
699,38.58254253,76.689532
700,38.42054091,76.77053281
701,38.50154172,76.77053281
702,38.42054091,76.85153362
703,38.3395401,76.93253443
704,38.42054091,76.93253443
705,38.25853929,77.01353524
706,38.3395401,77.01353524
707,38.25853929,77.09453605
708,43.92859599,86.24762758
709,43.92859599,86.32862839
710,44.0095968,86.32862839
711,44.09059761,86.32862839
712,44.09059761,86.4096292
713,44.17159842,86.4096292
714,44.09059761,86.49063001
715,44.17159842,86.49063001
716,43.84759518,87.38163892
717,39.87855549,79.03855549
718,39.9595563,79.03855549
719,39.87855549,79.1195563
720,39.9595563,79.1195563
721,38.98754658,76.20352714
722,43.68559356,82.03558546
723,43.76659437,82.03558546
724,43.84759518,82.03558546
725,44.33360004,85.5996211
726,44.57660247,86.49063001
727,44.57660247,86.57163082
728,44.49560166,86.65263163
729,44.57660247,86.65263163
730,44.49560166,86.73363244
731,44.49560166,86.81463325
732,44.49560166,86.89563406
733,44.25259923,87.70564216
734,46.76362434,89.6496616
735,46.68262353,89.73066241
736,46.76362434,89.73066241
737,46.68262353,89.81166322
738,46.60162272,89.89266403
739,46.68262353,89.89266403
740,46.52062191,89.97366484
741,46.60162272,89.97366484
742,46.52062191,90.05466565
743,46.52062191,90.13566646
744,46.52062191,90.21666727
745,40.60756278,79.68656197
746,40.68856359,79.68656197
747,40.68856359,79.76756278
748,40.68856359,79.84856359
749,40.7695644,79.84856359
750,43.84759518,81.22557736
751,43.92859599,81.22557736
752,43.84759518,81.30657817
753,43.1995887,81.79258303
754,43.1995887,81.87358384
755,43.1995887,81.95458465
756,42.95658627,89.40665917
757,42.87558546,89.48765998
758,42.95658627,89.48765998
759,42.87558546,89.56866079
760,42.55158222,93.45669967
761,42.55158222,93.53770048
762,42.55158222,93.61870129
763,42.47058141,93.6997021
764,42.55158222,93.6997021
765,42.47058141,93.78070291
766,42.3895806,93.86170372
767,42.47058141,93.86170372
768,42.30857979,93.94270453
769,42.3895806,93.94270453
770,42.14657817,94.02370534
771,42.22757898,94.02370534
772,42.30857979,94.02370534
773,42.06557736,94.10470615
774,42.14657817,94.10470615
775,41.82257493,94.18570696
776,41.90357574,94.18570696
777,41.98457655,94.18570696
778,42.06557736,94.18570696
779,41.74157412,94.26670777
780,41.82257493,94.26670777
781,41.66057331,94.34770858
782,41.74157412,94.34770858
783,41.5795725,94.42870939
784,41.66057331,94.42870939
785,41.5795725,94.5097102
786,41.49857169,94.59071101
787,41.5795725,94.59071101
788,41.49857169,94.67171182
789,44.65760328,85.76162272
790,44.65760328,85.84262353
791,44.65760328,85.92362434
792,44.09059761,88.43464945
793,44.17159842,88.43464945
794,44.09059761,88.51565026
795,44.09059761,88.59665107
796,44.17159842,86.32862839
797,44.25259923,86.32862839
798,39.63555306,76.04152552
799,39.71655387,76.04152552
800,39.71655387,76.12252633
801,39.71655387,76.20352714
802,48.22163892,87.13863649
803,39.31154982,76.77053281
804,39.39255063,76.77053281
805,41.09356764,80.41556926
806,48.22163892,86.32862839
807,48.30263973,86.32862839
808,48.22163892,86.4096292
809,48.30263973,86.4096292
810,38.01553686,77.09453605
811,38.09653767,77.09453605
812,38.17753848,77.09453605
813,38.01553686,77.17553686
814,38.09653767,77.17553686
815,38.17753848,77.17553686
816,38.25853929,77.17553686
817,44.33360004,86.89563406
818,44.41460085,86.89563406
819,44.0095968,87.62464135
820,42.30857979,93.37569886
821,42.30857979,93.45669967
822,42.3895806,93.45669967
823,42.47058141,93.45669967
824,38.3395401,77.17553686
825,38.3395401,77.25653767
826,38.42054091,77.25653767
827,42.55158222,93.78070291
828,41.98457655,94.26670777
829,41.98457655,94.34770858
830,43.1995887,91.75568266
831,43.03758708,89.16365674
832,43.92859599,87.38163892
833,44.8196049,82.19758708
834,44.8196049,82.27858789
835,43.60459275,87.62464135
836,43.60459275,87.78664297
837,41.66057331,94.26670777
838,41.90357574,94.26670777
839,46.76362434,87.70564216
840,46.84462515,87.70564216
841,46.92562596,87.70564216
842,47.00662677,87.70564216
843,47.08762758,87.70564216
844,47.16862839,87.70564216
845,46.68262353,87.78664297
846,46.76362434,87.78664297
847,46.84462515,87.78664297
848,46.92562596,87.78664297
849,44.25259923,90.21666727
850,44.33360004,90.21666727
851,44.33360004,90.29766808
852,44.33360004,90.37866889
853,44.41460085,90.37866889
854,44.41460085,90.4596697
855,44.49560166,90.4596697
856,44.57660247,90.4596697
857,44.57660247,90.54067051
858,44.57660247,90.62167132
859,44.57660247,90.70267213
860,44.49560166,90.78367294
861,44.57660247,90.78367294
862,44.49560166,90.86467375
863,44.49560166,90.94567456
864,44.41460085,91.02667537
865,44.49560166,91.02667537
866,41.82257493,84.06060571
867,41.82257493,84.14160652
868,41.90357574,84.14160652
869,41.90357574,84.22260733
870,41.98457655,84.22260733
871,41.98457655,85.11361624
872,41.90357574,85.51862029
873,41.82257493,85.76162272
874,41.90357574,85.76162272
875,41.82257493,85.84262353
876,42.3895806,94.02370534
877,42.30857979,94.10470615
878,36.96252633,80.17256683
879,37.04352714,80.17256683
880,36.96252633,80.25356764
881,37.04352714,80.25356764
882,36.96252633,80.33456845
883,36.88152552,80.41556926
884,36.96252633,80.41556926
885,36.88152552,80.49657007
886,36.88152552,80.57757088
887,36.88152552,80.65857169
888,36.88152552,80.7395725
889,36.88152552,80.82057331
890,36.96252633,80.82057331
891,42.06557736,86.32862839
892,42.06557736,86.4096292
893,42.06557736,86.49063001
894,42.06557736,86.57163082
895,44.09059761,80.90157412
896,44.17159842,80.90157412
897,44.0095968,80.98257493
898,44.09059761,80.98257493
899,44.0095968,81.06357574
900,43.92859599,81.14457655
901,44.0095968,81.14457655
902,44.17159842,87.30063811
903,44.25259923,87.30063811
904,44.33360004,87.30063811
905,42.71358384,94.10470615
906,42.14657817,94.18570696
907,42.22757898,94.18570696
908,42.30857979,94.18570696
909,42.3895806,94.18570696
910,42.47058141,94.18570696
911,42.63258303,94.18570696
912,42.06557736,94.26670777
913,41.82257493,94.34770858
914,41.90357574,94.34770858
915,41.74157412,94.42870939
916,41.66057331,94.5097102
917,41.66057331,94.59071101
918,41.5795725,94.67171182
919,41.66057331,94.67171182
920,43.92859599,81.79258303
921,43.92859599,81.87358384
922,42.95658627,89.16365674
923,42.95658627,89.24465755
924,42.87558546,89.32565836
925,42.95658627,89.32565836
926,37.77253443,77.41853929
927,37.85353524,77.41853929
928,37.85353524,77.4995401
929,43.84759518,81.14457655
930,47.08762758,88.8396535
931,47.00662677,88.92065431
932,47.08762758,88.92065431
933,46.92562596,89.00165512
934,47.00662677,89.00165512
935,46.92562596,89.08265593
936,46.92562596,89.16365674
937,46.92562596,89.24465755
938,46.92562596,89.32565836
939,46.92562596,89.40665917
940,46.92562596,89.48765998
941,43.92859599,87.46263973
942,42.3895806,94.10470615
943,40.60756278,79.76756278
944,41.01256683,80.09156602
945,41.01256683,80.17256683
946,43.76659437,81.95458465
947,43.84759518,81.95458465
948,43.68559356,87.46263973
949,43.76659437,87.46263973
950,43.84759518,87.46263973
951,47.41163082,87.70564216
952,47.49263163,87.78664297
953,47.49263163,87.86764378
954,47.81663487,88.19164702
955,39.71655387,75.23151742
956,39.71655387,75.31251823
957,41.49857169,79.84856359
958,41.41757088,79.9295644
959,41.49857169,79.9295644
960,41.41757088,80.01056521
961,41.41757088,80.09156602
962,41.33657007,80.17256683
963,41.41757088,80.17256683
964,41.33657007,80.25356764
965,44.41460085,85.03261543
966,44.98160652,81.14457655
967,44.98160652,81.22557736
968,44.90060571,81.30657817
969,44.98160652,81.30657817
970,41.74157412,86.4096292
971,41.74157412,86.49063001
972,41.66057331,86.57163082
973,41.74157412,86.57163082
974,41.66057331,86.65263163
975,41.74157412,86.65263163
976,41.74157412,86.73363244
977,41.74157412,86.81463325
978,41.74157412,86.89563406
979,44.09059761,88.67765188
980,44.17159842,88.67765188
981,44.09059761,88.75865269
982,44.17159842,88.75865269
983,44.09059761,88.8396535
984,44.09059761,88.92065431
985,44.0095968,89.00165512
986,44.09059761,89.00165512
987,44.0095968,89.08265593
988,46.60162272,83.33159842
989,46.60162272,83.41259923
990,46.52062191,83.49360004
991,44.33360004,87.70564216
992,41.98457655,85.03261543
993,41.09356764,78.87655387
994,41.17456845,78.87655387
995,41.17456845,78.95755468
996,41.17456845,79.03855549
997,41.25556926,79.03855549
998,41.25556926,79.1195563
