datetime,rain_sfc,snow_sfc,wspd_10,wdir_10,t_10,rh_10,p_10
2019-05-16 00:00:00,0.0,0.0,3.560,219.243,15.146,24.033,818.679
2019-05-16 01:00:00,0.0,0.0,3.506,242.375,17.643,21.014,818.529
2019-05-16 02:00:00,0.0,0.0,3.467,276.552,19.999,18.410,818.379
2019-05-16 03:00:00,0.0,0.0,3.285,300.722,22.186,16.311,818.229
2019-05-16 04:00:00,0.0,0.0,3.605,315.376,23.602,14.882,817.464
2019-05-16 05:00:00,0.0,0.0,4.021,329.470,24.979,13.516,816.699
2019-05-16 06:00:00,0.0,0.0,4.252,344.247,26.277,12.352,815.934
2019-05-16 07:00:00,0.0,0.0,4.014,348.307,26.831,11.856,815.246
2019-05-16 08:00:00,0.0,0.0,3.703,350.238,27.371,11.256,814.558
2019-05-16 09:00:00,0.0,0.0,3.404,349.976,27.922,10.618,813.870
2019-05-16 10:00:00,0.0,0.0,3.276,348.338,27.682,10.558,814.096
2019-05-16 11:00:00,0.0,0.0,3.729,344.132,27.388,10.869,814.322
2019-05-16 12:00:00,7.65770673752e-05,0.0,4.184,334.653,26.958,11.673,814.548
2019-05-16 13:00:00,0.0,0.0,3.594,344.342,26.178,12.697,814.433
2019-05-16 14:00:00,0.0,0.0,3.032,7.337,25.311,14.516,814.317
2019-05-16 15:00:00,0.0,0.0,2.655,26.262,24.552,15.770,814.202
2019-05-16 16:00:00,0.0,0.0,2.791,347.095,23.124,18.599,814.636
2019-05-16 17:00:00,0.0,0.0,2.660,310.846,21.590,21.300,815.070
2019-05-16 18:00:00,0.0,0.0,3.335,269.050,20.123,22.817,815.504
2019-05-16 19:00:00,0.0,0.0,3.362,274.887,19.016,22.718,815.931
2019-05-16 20:00:00,0.0,0.0,3.006,280.095,17.965,22.770,816.357
2019-05-16 21:00:00,0.0,0.0,2.756,284.495,16.920,22.888,816.783
2019-05-16 22:00:00,0.0,0.0,2.931,272.025,16.425,24.537,817.030
2019-05-16 23:00:00,0.0,0.0,2.472,262.471,15.579,26.933,817.277
2019-05-17 00:00:00,0.0,0.0,2.009,239.371,15.032,28.793,817.524
2019-05-17 01:00:00,0.0,0.0,2.167,248.628,17.443,25.458,817.353
2019-05-17 02:00:00,0.0,0.0,3.156,294.664,19.603,22.373,817.182
2019-05-17 03:00:00,0.0,0.0,3.383,313.755,21.499,20.113,817.011
