datetime,rain_sfc,snow_sfc,wspd_10,wdir_10,t_10,rh_10,p_10
2019-05-16 00:00:00,0.0,0.0,3.566,288.978,13.734,32.098,800.158
2019-05-16 01:00:00,0.0,0.0,4.072,302.821,15.310,29.141,800.356
2019-05-16 02:00:00,0.0,0.0,4.361,317.209,16.990,26.178,800.555
2019-05-16 03:00:00,0.0,0.0,4.638,331.812,18.612,23.368,800.754
2019-05-16 04:00:00,0.0,0.0,4.817,337.133,19.847,21.234,800.205
2019-05-16 05:00:00,0.0,0.0,4.706,343.044,21.038,18.971,799.657
2019-05-16 06:00:00,0.0,0.0,4.582,348.436,22.252,16.559,799.108
2019-05-16 07:00:00,0.0,0.0,4.151,353.289,22.971,15.119,798.423
2019-05-16 08:00:00,0.0,0.0,3.565,358.814,23.647,13.860,797.737
2019-05-16 09:00:00,0.0,0.0,2.883,4.586,24.299,12.663,797.052
2019-05-16 10:00:00,0.0,0.0,2.333,355.468,24.226,12.559,797.097
2019-05-16 11:00:00,0.0,0.0,2.773,346.406,24.126,12.603,797.143
2019-05-16 12:00:00,0.0,0.0,3.855,332.995,23.754,13.368,797.188
2019-05-16 13:00:00,0.0,0.0,4.076,322.909,22.619,15.674,797.763
2019-05-16 14:00:00,0.0,0.0,4.822,310.959,21.308,18.111,798.337
2019-05-16 15:00:00,0.0,0.0,5.965,301.065,20.172,20.086,798.911
2019-05-16 16:00:00,0.0,0.0,5.378,297.878,18.878,22.858,799.403
2019-05-16 17:00:00,0.0,0.0,4.421,295.213,17.607,25.606,799.896
2019-05-16 18:00:00,0.0,0.0,3.718,292.941,16.367,28.306,800.388
2019-05-16 19:00:00,0.0,0.0,3.703,282.154,15.707,30.811,800.074
2019-05-16 20:00:00,0.0,0.0,3.885,270.185,15.015,33.269,799.759
2019-05-16 21:00:00,0.0,0.0,3.955,258.493,14.333,35.709,799.444
2019-05-16 22:00:00,0.0,0.0,4.261,266.131,14.087,35.753,799.649
2019-05-16 23:00:00,0.0,0.0,4.444,273.601,13.818,35.988,799.854
2019-05-17 00:00:00,0.0,0.0,4.647,280.645,13.554,36.324,800.060
2019-05-17 01:00:00,0.0,0.0,5.101,293.575,14.903,33.046,800.127
2019-05-17 02:00:00,0.0,0.0,5.534,306.805,16.387,29.530,800.194
2019-05-17 03:00:00,0.0,0.0,5.944,320.667,17.903,25.893,800.262
2019-05-17 04:00:00,0.0,0.0,5.800,325.338,19.192,23.351,799.695
2019-05-17 05:00:00,0.0,0.0,5.677,330.110,20.435,21.011,799.128
2019-05-17 06:00:00,0.0,0.0,5.567,333.722,21.642,18.764,798.562
2019-05-17 07:00:00,0.0,0.0,5.195,336.814,22.193,17.508,798.019
2019-05-17 08:00:00,0.0,0.0,4.574,339.680,22.667,16.350,797.475
2019-05-17 09:00:00,0.0,0.0,3.767,342.872,23.088,15.339,796.932
2019-05-17 10:00:00,0.0,0.0,3.795,332.999,22.737,16.409,797.351
2019-05-17 11:00:00,0.0,0.0,4.276,320.967,22.372,17.471,797.770
2019-05-17 12:00:00,0.0,0.0,5.613,311.959,22.188,17.696,798.189
2019-05-17 13:00:00,0.0,0.0,4.843,295.433,20.879,22.943,799.080
2019-05-17 14:00:00,0.0265572331846,0.0,3.927,265.209,19.184,29.074,799.970
2019-05-17 15:00:00,0.0264493525028,0.0,4.477,236.813,17.867,34.219,800.861
2019-05-17 16:00:00,0.00808768719435,0.0,4.645,235.046,17.186,35.513,800.813
2019-05-17 17:00:00,0.0,0.0,4.770,233.442,16.553,36.739,800.766
2019-05-17 18:00:00,0.0,0.0,5.122,231.980,15.957,38.066,800.718
