datetime,rain_sfc,snow_sfc,wspd_10,wdir_10,t_10,rh_10,p_10
2019-05-16 00:00:00,0.000971158966422,0.0,4.672,48.710,16.362,27.163,882.665
2019-05-16 01:00:00,0.0,0.0,4.340,36.617,18.725,23.380,882.495
2019-05-16 02:00:00,0.0,0.0,4.024,25.009,20.953,19.763,882.326
2019-05-16 03:00:00,0.0,0.0,4.518,7.286,23.215,16.285,882.156
2019-05-16 04:00:00,0.0,0.0,3.634,336.805,24.325,14.681,881.873
2019-05-16 05:00:00,0.0,0.0,2.971,309.767,25.485,12.943,881.590
2019-05-16 06:00:00,0.0,0.0,2.370,281.510,26.562,11.695,881.307
2019-05-16 07:00:00,0.0,0.0,3.029,280.509,27.266,11.089,880.504
2019-05-16 08:00:00,0.0,0.0,3.618,277.688,27.918,10.585,879.700
2019-05-16 09:00:00,0.0,0.0,4.373,274.266,28.583,10.042,878.897
2019-05-16 10:00:00,0.0,0.0,4.828,284.029,28.173,10.445,878.861
2019-05-16 11:00:00,0.0,0.0,5.057,293.140,27.709,10.960,878.826
2019-05-16 12:00:00,0.0,0.0,5.091,301.706,27.171,11.481,878.791
2019-05-16 13:00:00,0.0,0.0,4.222,323.605,25.313,14.473,879.175
2019-05-16 14:00:00,0.0,0.0,4.190,340.403,23.493,16.756,879.558
2019-05-16 15:00:00,0.0,0.0,4.852,38.282,21.803,19.177,879.942
2019-05-16 16:00:00,0.0,0.0,6.463,40.267,20.860,21.694,879.995
2019-05-16 17:00:00,0.0,0.0,6.948,41.963,19.950,23.377,880.047
2019-05-16 18:00:00,0.0,0.0,6.809,45.255,18.934,25.060,880.100
2019-05-16 19:00:00,0.0,0.0,8.081,47.776,18.476,25.798,880.278
2019-05-16 20:00:00,0.0,0.0,9.149,47.461,17.868,27.259,880.457
2019-05-16 21:00:00,0.00656496360898,0.0,9.310,44.819,17.279,28.974,880.635
2019-05-16 22:00:00,0.0194898024201,0.0,9.605,46.970,16.648,31.754,881.493
2019-05-16 23:00:00,0.0202994942665,0.0,9.634,49.690,16.049,34.432,882.350
2019-05-17 00:00:00,0.0322174429893,0.0,9.609,50.076,15.396,37.476,883.208
2019-05-17 01:00:00,0.0202628076077,0.0,9.466,49.216,16.608,34.012,883.668
2019-05-17 02:00:00,0.0,0.0,9.297,51.406,17.772,30.891,884.127
2019-05-17 03:00:00,0.0,0.0,9.255,51.101,19.449,24.981,884.587
2019-05-17 04:00:00,0.0,0.0,6.712,49.541,20.776,22.429,884.478
2019-05-17 05:00:00,0.0,0.0,5.216,32.523,22.122,20.143,884.369
2019-05-17 06:00:00,0.0,0.0,4.490,29.914,23.405,17.969,884.260
2019-05-17 07:00:00,0.0,0.0,4.015,38.792,23.963,17.094,883.815
2019-05-17 08:00:00,0.0,0.0,3.605,46.780,24.475,16.403,883.370
2019-05-17 09:00:00,0.0,0.0,2.794,53.813,24.921,16.031,882.925
2019-05-17 10:00:00,0.0,0.0,2.923,29.325,24.955,14.380,883.000
2019-05-17 11:00:00,4.77135181427e-05,0.0,2.972,5.361,24.963,12.712,883.074
2019-05-17 12:00:00,0.0,0.0,3.347,342.082,24.887,11.036,883.149
2019-05-17 13:00:00,2.4139881134e-06,0.0,3.440,2.159,23.173,11.164,884.129
2019-05-17 14:00:00,1.96397304535e-05,0.0,4.223,38.554,21.338,11.167,885.110
2019-05-17 15:00:00,0.00181594491005,0.0,6.033,56.091,19.640,10.332,886.090
2019-05-17 16:00:00,0.000128120183945,0.0,6.625,67.581,18.508,11.223,887.093
2019-05-17 17:00:00,0.0,0.0,6.560,74.347,17.432,12.583,888.095
2019-05-17 18:00:00,8.13007354736e-05,0.0,6.654,83.931,16.263,15.584,889.098
2019-05-17 19:00:00,0.0,0.0,5.882,73.246,14.861,23.516,890.044
2019-05-17 20:00:00,0.0,0.0,5.565,53.527,13.459,31.062,890.990
2019-05-17 21:00:00,0.0,0.0,5.511,40.910,12.192,37.926,891.936
2019-05-17 22:00:00,0.0,0.0,5.532,43.143,11.714,38.912,893.034
2019-05-17 23:00:00,0.0,0.0,5.036,42.807,11.282,39.854,894.132
2019-05-18 00:00:00,0.0,0.0,4.831,42.898,11.186,39.906,895.230
2019-05-18 01:00:00,0.0,0.0,3.427,59.413,12.948,35.062,895.877
2019-05-18 02:00:00,0.0,0.0,3.324,86.974,14.558,30.617,896.524
2019-05-18 03:00:00,0.0,0.0,3.241,93.679,16.188,26.020,897.172
2019-05-18 04:00:00,0.0,0.0,3.037,81.302,17.373,23.267,897.041
2019-05-18 05:00:00,0.0,0.0,2.638,69.425,18.575,20.969,896.910
2019-05-18 06:00:00,0.0,0.0,1.923,58.110,19.715,18.805,896.779
2019-05-18 07:00:00,0.0,0.0,1.988,42.732,20.483,17.788,896.375
2019-05-18 08:00:00,0.0,0.0,2.038,314.837,21.255,16.683,895.972
2019-05-18 09:00:00,0.0,0.0,2.229,301.194,21.982,15.645,895.569
2019-05-18 10:00:00,0.0,0.0,2.312,311.723,22.038,15.403,895.562
2019-05-18 11:00:00,0.0,0.0,2.468,35.830,22.047,15.239,895.555
2019-05-18 12:00:00,0.0,0.0,2.662,47.067,21.962,15.298,895.548
2019-05-18 13:00:00,0.0,0.0,2.537,61.431,20.812,15.049,896.186
2019-05-18 14:00:00,0.0,0.0,2.160,75.126,19.433,15.353,896.824
2019-05-18 15:00:00,0.0,0.0,2.886,79.272,18.318,15.231,897.462
2019-05-18 16:00:00,0.0,0.0,3.037,96.397,17.156,15.174,898.101
2019-05-18 17:00:00,0.0,0.0,3.158,108.511,15.988,14.993,898.739
